CBSA Name,Latitude,Longitude,Value,Pollutant
"Evansville, IN-KY",,,0.032523743,OZONE
"Fairbanks, AK",,,NA,OZONE
"Fairmont, WV",,,NA,OZONE
"Fajardo, PR",,,NA,OZONE
"Fargo, ND-MN",,,0.026462685,OZONE
"Farmington, NM",,,0.030412826,OZONE
"Fayetteville, NC",,,0.031986395,OZONE
"Fayetteville-Springdale-Rogers, AR-MO",,,0.030756715,OZONE
"Flagstaff, AZ",,,0.043949003,OZONE
"Flint, MI",,,0.033528818,OZONE
"Florence, SC",,,0.028605785,OZONE
"Florence-Muscle Shoals, AL",,,0.02838131,OZONE
"Fort Collins-Loveland, CO",,,0.038430497,OZONE
"Fort Madison-Keokuk, IA-MO",,,NA,OZONE
"Fort Payne, AL",,,NA,OZONE
"Fort Smith, AR-OK",,,0.026875677,OZONE
"Fort Wayne, IN",,,0.032689605,OZONE
"Frankfort, KY",,,NA,OZONE
"Fresno, CA",,,0.030099586,OZONE
"Gadsden, AL",,,0.027381683,OZONE
"Gainesville, FL",,,0.026167282,OZONE
"Gainesville, GA",,,NA,OZONE
"Gettysburg, PA",,,0.039670256,OZONE
"Gillette, WY",,,0.035437814,OZONE
"Goldsboro, NC",,,NA,OZONE
"Grand Island, NE",,,NA,OZONE
"Grand Junction, CO",,,0.042280302,OZONE
"Grand Rapids-Wyoming, MI",,,0.029175812,OZONE
"Grants Pass, OR",,,NA,OZONE
"Greeley, CO",,,0.030991951,OZONE
"Green Bay, WI",,,0.033900281,OZONE
"Greensboro-High Point, NC",,,0.036316616,OZONE
"Greenville, NC",,,0.033151891,OZONE
"Greenville-Mauldin-Easley, SC",,,0.027040942,OZONE
"Grenada, MS",,,NA,OZONE
"Guayama, PR",,,NA,OZONE
"Gulfport-Biloxi, MS",,,0.03141214,OZONE
"Hagerstown-Martinsburg, MD-WV",,,0.034046345,OZONE
"Hammond, LA",,,NA,OZONE
"Hanford-Corcoran, CA",,,0.031610747,OZONE
"Harriman, TN",,,NA,OZONE
"Harrisburg-Carlisle, PA",,,0.02845695,OZONE
"Harrisonburg, VA",,,0.030250803,OZONE
"Hartford-West Hartford-East Hartford, CT",,,0.034377584,OZONE
"Hattiesburg, MS",,,NA,OZONE
"Helena, MT",,,NA,OZONE
"Helena-West Helena, AR",,,NA,OZONE
"Hickory-Lenoir-Morganton, NC",,,0.030292398,OZONE
"Hilo, HI",,,NA,OZONE
"Hobbs, NM",,,0.027729747,OZONE
"Holland-Grand Haven, MI",,,0.034567293,OZONE
"Homosassa Springs, FL",,,NA,OZONE
"Honolulu, HI",,,0.020412268,OZONE
"Hot Springs, AR",,,NA,OZONE
"Houma-Bayou Cane-Thibodaux, LA",,,0.026858499,OZONE
"Houston-Sugar Land-Baytown, TX",,,0.024482813,OZONE
"Huntington-Ashland, WV-KY-OH",,,0.027190923,OZONE
"Huntsville, AL",,,0.031763309,OZONE
"Indianapolis-Carmel, IN",,,0.031117407,OZONE
"Iowa City, IA",,,NA,OZONE
"Jackson, MS",,,0.026821412,OZONE
"Jackson, WY-ID",,,0.044652562,OZONE
"Jacksonville, FL",,,0.026354561,OZONE
"Jamestown-Dunkirk-Fredonia, NY",,,0.035420104,OZONE
"Jasper, IN",,,NA,OZONE
"Johnstown, PA",,,0.027056163,OZONE
"Juneau, AK",,,NA,OZONE
"Kahului-Wailuku, HI",,,NA,OZONE
"Kalamazoo-Portage, MI",,,0.033189989,OZONE
"Kalispell, MT",,,0.021451777,OZONE
"Kansas City, MO-KS",,,0.031123155,OZONE
"Keene, NH",,,0.023701968,OZONE
"Kingsport-Bristol-Bristol, TN-VA",,,0.030877014,OZONE
"Kinston, NC",,,0.031219486,OZONE
"Klamath Falls, OR",,,NA,OZONE
"Kokomo, IN",,,NA,OZONE
"La Crosse, WI-MN",,,0.03000769,OZONE
"La Grande, OR",,,NA,OZONE
"Laconia, NH",,,0.034557293,OZONE
"Lafayette, IN",,,0.034304826,OZONE
"Lafayette, LA",,,0.029153989,OZONE
"Lake Charles, LA",,,0.027722632,OZONE
"Lakeland, FL",,,0.026694062,OZONE
"Lancaster, PA",,,0.031481342,OZONE
"Lansing-East Lansing, MI",,,0.031370537,OZONE
"Laramie, WY",,,NA,OZONE
"Las Cruces, NM",,,0.031781757,OZONE
"Las Vegas-Paradise, NV",,,0.0367807,OZONE
"Laurel, MS",,,NA,OZONE
"Lebanon, NH-VT",,,0.024055304,OZONE
"Lewiston-Auburn, ME",,,0.025238586,OZONE
"Lexington-Fayette, KY",,,0.034747243,OZONE
"Lima, OH",,,0.035113488,OZONE
"Lincoln, NE",,,0.024484205,OZONE
"Little Rock-North Little Rock-Conway, AR",,,0.028697591,OZONE
"Logan, UT-ID",,,0.025783423,OZONE
"Los Angeles-Long Beach-Santa Ana, CA",,,0.025303636,OZONE
"Louisville/Jefferson County, KY-IN",,,0.031300451,OZONE
"Lubbock, TX",,,NA,OZONE
"Lumberton, NC",,,NA,OZONE
"Lynchburg, VA",,,NA,OZONE
"Macon, GA",,,0.026530041,OZONE
"Madera, CA",,,0.027658285,OZONE
"Madison, WI",,,0.032259097,OZONE
"Manchester-Nashua, NH",,,0.033160686,OZONE
"Manitowoc, WI",,,0.031048842,OZONE
"Marshall, TX",,,0.026011984,OZONE
"McAlester, OK",,,0.030738241,OZONE
"McAllen-Edinburg-Mission, TX",,,0.022444567,OZONE
"Medford, OR",,,0.030356961,OZONE
"Memphis, TN-MS-AR",,,0.031637281,OZONE
"Merced, CA",,,0.028088272,OZONE
"Meridian, MS",,,0.02573752,OZONE
"Miami, OK",,,0.030922075,OZONE
"Miami-Fort Lauderdale-Pompano Beach, FL",,,0.027025837,OZONE
"Michigan City-La Porte, IN",,,0.033627731,OZONE
"Middlesborough, KY",,,0.033425179,OZONE
"Milwaukee-Waukesha-West Allis, WI",,,0.030608378,OZONE
"Minneapolis-St. Paul-Bloomington, MN-WI",,,0.028383019,OZONE
"Missoula, MT",,,0.020726149,OZONE
"Mobile, AL",,,0.02726377,OZONE
"Modesto, CA",,,0.025338118,OZONE
"Monroe, LA",,,0.02712631,OZONE
"Monroe, MI",,,NA,OZONE
"Montgomery, AL",,,0.03198483,OZONE
"Morgantown, WV",,,0.034397654,OZONE
"Mount Vernon, IL",,,0.035988454,OZONE
"Muncie, IN",,,0.033030087,OZONE
"Muscatine, IA",,,NA,OZONE
"Muskegon-Norton Shores, MI",,,0.032981864,OZONE
"Muskogee, OK",,,0.022173636,OZONE
"Natchez, MS-LA",,,0.026693672,OZONE
"New Castle, IN",,,NA,OZONE
"New Haven-Milford, CT",,,0.027447863,OZONE
"New Orleans-Metairie-Kenner, LA",,,0.027904512,OZONE
"New York-Northern New Jersey-Long Island, NY-NJ-PA",,,0.028576702,OZONE
"Niles-Benton Harbor, MI",,,0.035648208,OZONE
"Nogales, AZ",,,NA,OZONE
"Norwich-New London, CT",,,0.035344497,OZONE
"Odessa, TX",,,NA,OZONE
"Ogden-Clearfield, UT",,,0.030420165,OZONE
"Oklahoma City, OK",,,0.031124268,OZONE
"Omaha-Council Bluffs, NE-IA",,,0.028063415,OZONE
"Orlando-Kissimmee, FL",,,0.027680357,OZONE
"Ottawa-Streator, IL",,,NA,OZONE
"Owensboro, KY",,,0.034355276,OZONE
"Oxnard-Thousand Oaks-Ventura, CA",,,0.029344513,OZONE
"Paducah, KY-IL",,,0.03279948,OZONE
"Palm Bay-Melbourne-Titusville, FL",,,0.032259897,OZONE
"Parkersburg-Marietta-Vienna, WV-OH",,,0.032916839,OZONE
"Pascagoula, MS",,,0.033771829,OZONE
"Pendleton-Hermiston, OR",,,0.029548829,OZONE
"Pensacola-Ferry Pass-Brent, FL",,,0.033915814,OZONE
"Peoria, IL",,,0.027512399,OZONE
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",,,0.031291659,OZONE
"Phoenix-Mesa-Scottsdale, AZ",,,0.033257131,OZONE
"Pittsburgh, PA",,,0.029114819,OZONE
"Pittsfield, MA",,,0.039793411,OZONE
"Platteville, WI",,,NA,OZONE
"Pocatello, ID",,,NA,OZONE
"Ponce, PR",,,NA,OZONE
"Port St. Lucie, FL",,,0.028134031,OZONE
"Portland-South Portland-Biddeford, ME",,,0.029504788,OZONE
"Portland-Vancouver-Beaverton, OR-WA",,,0.021089212,OZONE
"Portsmouth, OH",,,NA,OZONE
"Poughkeepsie-Newburgh-Middletown, NY",,,0.028368165,OZONE
"Prescott, AZ",,,0.036522163,OZONE
"Prineville, OR",,,NA,OZONE
"Providence-New Bedford-Fall River, RI-MA",,,0.034840566,OZONE
"Provo-Orem, UT",,,0.033144026,OZONE
"Pueblo, CO",,,NA,OZONE
"Quincy, IL-MO",,,0.031106989,OZONE
"Raleigh-Cary, NC",,,0.031516355,OZONE
"Rapid City, SD",,,0.032255537,OZONE
"Reading, PA",,,0.030171233,OZONE
"Redding, CA",,,0.028613387,OZONE
"Reno-Sparks, NV",,,0.032225145,OZONE
"Richmond, VA",,,0.034115961,OZONE
"Richmond-Berea, KY",,,NA,OZONE
"Riverside-San Bernardino-Ontario, CA",,,0.035084927,OZONE
"Riverton, WY",,,0.043770961,OZONE
"Roanoke, VA",,,0.034548814,OZONE
"Rochester, MN",,,0.027520926,OZONE
"Rochester, NY",,,0.028938055,OZONE
"Rock Springs, WY",,,0.036594794,OZONE
"Rockford, IL",,,0.026083881,OZONE
"Rocky Mount, NC",,,0.032553767,OZONE
"Rome, GA",,,NA,OZONE
"Roswell, NM",,,NA,OZONE
"Russellville, AR",,,NA,OZONE
"Rutland, VT",,,NA,OZONE
"Sacramento--Arden-Arcade--Roseville, CA",,,0.028485409,OZONE
"Salinas, CA",,,0.024651212,OZONE
"Salisbury, NC",,,0.033818453,OZONE
"Salt Lake City, UT",,,0.032903765,OZONE
"San Antonio, TX",,,0.025882421,OZONE
"San Diego-Carlsbad-San Marcos, CA",,,0.029411465,OZONE
"San Francisco-Oakland-Fremont, CA",,,0.021225902,OZONE
"San Jose-Sunnyvale-Santa Clara, CA",,,0.024689782,OZONE
"San Juan-Caguas-Guaynabo, PR",,,0.011515027,OZONE
"San Luis Obispo-Paso Robles, CA",,,0.030655042,OZONE
"Santa Barbara-Santa Maria-Goleta, CA",,,0.029678209,OZONE
"Santa Cruz-Watsonville, CA",,,0.02173036,OZONE
"Santa Fe, NM",,,0.036908367,OZONE
"Santa Rosa-Petaluma, CA",,,0.018027408,OZONE
"Sault Ste. Marie, MI",,,0.026689875,OZONE
"Savannah, GA",,,0.030008593,OZONE
"Scottsbluff, NE",,,0.038104617,OZONE
"Scranton--Wilkes-Barre, PA",,,0.027624353,OZONE
"Seaford, DE",,,0.03583302,OZONE
"Searcy, AR",,,NA,OZONE
"Seattle-Tacoma-Bellevue, WA",,,0.022409439,OZONE
"Seneca, SC",,,0.037734205,OZONE
"Sheridan, WY",,,NA,OZONE
"Shreveport-Bossier City, LA",,,0.029943,OZONE
"Sierra Vista-Douglas, AZ",,,0.041481052,OZONE
"Silver City, NM",,,0.0428764,OZONE
"Sioux City, IA-NE-SD",,,0.029041127,OZONE
"Sioux Falls, SD",,,0.028362449,OZONE
"Somerset, KY",,,0.028001106,OZONE
"South Bend-Mishawaka, IN-MI",,,0.029148242,OZONE
"Spartanburg, SC",,,0.030801826,OZONE
"Spokane, WA",,,0.028481299,OZONE
"Springfield, IL",,,0.028590026,OZONE
"Springfield, MA",,,0.031144956,OZONE
"Springfield, MO",,,0.035010012,OZONE
"Springfield, OH",,,0.03005037,OZONE
"St. Cloud, MN",,,0.027232642,OZONE
"St. George, UT",,,0.043929008,OZONE
"St. Joseph, MO-KS",,,0.036504549,OZONE
"St. Louis, MO-IL",,,0.030664505,OZONE
"State College, PA",,,0.032633701,OZONE
"Stockton, CA",,,0.025656548,OZONE
"Syracuse, NY",,,0.029798697,OZONE
"Talladega-Sylacauga, AL",,,NA,OZONE
"Tallahassee, FL",,,0.02496424,OZONE
"Tampa-St. Petersburg-Clearwater, FL",,,0.028915822,OZONE
"Terre Haute, IN",,,0.030178114,OZONE
"Texarkana, TX-Texarkana, AR",,,NA,OZONE
"Thomasville-Lexington, NC",,,NA,OZONE
"Toledo, OH",,,0.030435132,OZONE
"Topeka, KS",,,0.027794948,OZONE
"Torrington, CT",,,0.03654923,OZONE
"Trenton-Ewing, NJ",,,0.029308359,OZONE
"Truckee-Grass Valley, CA",,,0.038840255,OZONE
"Tucson, AZ",,,0.032696644,OZONE
"Tulsa, OK",,,0.030126313,OZONE
"Tupelo, MS",,,0.030024523,OZONE
"Tuscaloosa, AL",,,0.021327654,OZONE
"Ukiah, CA",,,0.01503131,OZONE
"Valdosta, GA",,,NA,OZONE
"Vallejo-Fairfield, CA",,,0.024277652,OZONE
"Vincennes, IN",,,NA,OZONE
"Virginia Beach-Norfolk-Newport News, VA-NC",,,0.03676698,OZONE
"Visalia-Porterville, CA",,,0.0355422,OZONE
"Warner Robins, GA",,,NA,OZONE
"Washington-Arlington-Alexandria, DC-VA-MD-WV",,,0.031101723,OZONE
"Waterloo-Cedar Falls, IA",,,0.03074547,OZONE
"Watertown, SD",,,NA,OZONE
"Weirton-Steubenville, WV-OH",,,0.031035688,OZONE
"Wheeling, WV-OH",,,0.031636273,OZONE
"Wichita, KS",,,0.030578168,OZONE
"Wilmington, NC",,,0.028820879,OZONE
"Winchester, VA-WV",,,0.029672507,OZONE
"Winston-Salem, NC",,,0.034991299,OZONE
"Worcester, MA",,,0.03386746,OZONE
"Yakima, WA",,,NA,OZONE
"York-Hanover, PA",,,0.034462201,OZONE
"Youngstown-Warren-Boardman, OH-PA",,,0.03205572,OZONE
"Yuba City, CA",,,0.028425053,OZONE
"Yuma, AZ",,,0.037268688,OZONE
"Aberdeen, WA",,,NA,OZONE
"Ardmore, OK",,,0.033451151,OZONE
"Barnstable Town, MA",,,0.038315455,OZONE
"Bellingham, WA",,,0.01904113,OZONE
"Berlin, NH-VT",,,0.037085787,OZONE
"Billings, MT",,,NA,OZONE
"Branson, MO",,,0.031084918,OZONE
"Bremerton-Silverdale, WA",,,NA,OZONE
"Carlsbad-Artesia, NM",,,0.033754913,OZONE
"Centralia, WA",,,NA,OZONE
"Corsicana, TX",,,0.030483569,OZONE
"Corvallis, OR",,,NA,OZONE
"Crescent City, CA",,,NA,OZONE
"Dalton, GA",,,0.042733086,OZONE
"Douglas, GA",,,NA,OZONE
"Eagle Pass, TX",,,NA,OZONE
"Elko, NV",,,NA,OZONE
"Ellensburg, WA",,,NA,OZONE
"Emporia, KS",,,NA,OZONE
"Espanola, NM",,,NA,OZONE
"Great Falls, MT",,,NA,OZONE
"Harrison, AR",,,0.038213526,OZONE
"Houghton, MI",,,NA,OZONE
"Kennewick-Richland-Pasco, WA",,,NA,OZONE
"Kingsville, TX",,,NA,OZONE
"Knoxville, TN",,,0.032138113,OZONE
"Lake City, FL",,,0.02597434,OZONE
"Lake Havasu City-Kingman, AZ",,,NA,OZONE
"Laredo, TX",,,0.021959124,OZONE
"Lawrenceburg, TN",,,NA,OZONE
"Lawton, OK",,,0.030691895,OZONE
"Lewiston, ID-WA",,,NA,OZONE
"Longview, WA",,,NA,OZONE
"Los Alamos, NM",,,NA,OZONE
"Marshall, MN",,,0.032397195,OZONE
"Moscow, ID",,,NA,OZONE
"Moses Lake, WA",,,NA,OZONE
"Mount Vernon-Anacortes, WA",,,0.018967145,OZONE
"Napa, CA",,,0.02313637,OZONE
"Naples-Marco Island, FL",,,0.025981781,OZONE
"Nashville-Davidson-Murfreesboro-Franklin, TN",,,0.03135317,OZONE
"Ocala, FL",,,0.025858448,OZONE
"Olympia, WA",,,0.021193792,OZONE
"Panama City-Lynn Haven, FL",,,0.035063772,OZONE
"Payson, AZ",,,0.045966671,OZONE
"Ponca City, OK",,,0.029170703,OZONE
"Port Angeles, WA",,,0.029983585,OZONE
"Pullman, WA",,,NA,OZONE
"Red Bluff, CA",,,0.035709351,OZONE
"Roseburg, OR",,,NA,OZONE
"Ruidoso, NM",,,NA,OZONE
"Salem, OR",,,0.019396357,OZONE
"Shelton, WA",,,NA,OZONE
"Show Low, AZ",,,0.040723299,OZONE
"Taos, NM",,,NA,OZONE
"The Dalles, OR",,,NA,OZONE
"Twin Falls, ID",,,NA,OZONE
"Utica-Rome, NY",,,0.026275964,OZONE
"Vernal, UT",,,0.044704036,OZONE
"Vineland-Millville-Bridgeton, NJ",,,0.028918783,OZONE
"Waco, TX",,,0.028020532,OZONE
"Walla Walla, WA",,,NA,OZONE
"Wenatchee, WA",,,NA,OZONE
"Wichita Falls, TX",,,NA,OZONE
"Winona, MN",,,NA,OZONE
"Athens, TN",,,NA,OZONE
"Canon City, CO",,,NA,OZONE
"Carbondale, IL",,,NA,OZONE
"Cleveland, TN",,,NA,OZONE
"Culpeper, VA",,,NA,OZONE
"Deming, NM",,,0.02836169,OZONE
"Dodge City, KS",,,NA,OZONE
"East Liverpool-Salem, OH",,,NA,OZONE
"Evanston, WY",,,0.040767904,OZONE
"Findlay, OH",,,NA,OZONE
"Gallup, NM",,,NA,OZONE
"Georgetown, SC",,,NA,OZONE
"Jackson, TN",,,NA,OZONE
"Joplin, MO",,,0.037400647,OZONE
"Lexington, NE",,,NA,OZONE
"Mason City, IA",,,NA,OZONE
"New Castle, PA",,,0.026566009,OZONE
"Pahrump, NV",,,NA,OZONE
"Palatka, FL",,,NA,OZONE
"Silverthorne, CO",,,NA,OZONE
"Summerville, GA",,,0.024184882,OZONE
"Williamsport, PA",,,0.02941747,OZONE
"Burley, ID",,,0.043686946,OZONE
"Coeur d'Alene, ID",,,0.028856115,OZONE
"Elmira, NY",,,0.026360874,OZONE
"Granbury, TX",,,0.028121805,OZONE
"Iron Mountain, MI-WI",,,0.029153612,OZONE
"Killeen-Temple-Fort Hood, TX",,,0.03033637,OZONE
"Kingston, NY",,,0.034377153,OZONE
"Longview, TX",,,0.027936238,OZONE
"Malone, NY",,,0.015256563,OZONE
"Minot, ND",,,NA,OZONE
"Ocean Pines, MD",,,0.037382494,OZONE
"Phoenix Lake-Cedar Ridge, CA",,,0.032082153,OZONE
"Racine, WI",,,0.035354933,OZONE
"Richmond, IN",,,NA,OZONE
"Rockland, ME",,,0.034254033,OZONE
"Sevierville, TN",,,0.049021938,OZONE
"Seymour, IN",,,0.031354023,OZONE
"Sheboygan, WI",,,0.034480073,OZONE
"Tahlequah, OK",,,0.030479368,OZONE
"Tyler, TX",,,0.032706918,OZONE
"Victoria, TX",,,0.025738329,OZONE
"Wausau, WI",,,0.033215472,OZONE
"Whitewater, WI",,,0.034612146,OZONE
"Williston, ND",,,NA,OZONE
"Watertown-Fort Drum, NY",,,0.031260064,OZONE
"Ames, IA",,,0.028748535,OZONE
"Bemidji, MN",,,NA,OZONE
"Greeneville, TN",,,NA,OZONE
"Jefferson City, MO",,,0.035732442,OZONE
"Lufkin, TX",,,NA,OZONE
"Warsaw, IN",,,NA,OZONE
"Gardnerville Ranchos, NV",,,NA,OZONE
"Americus, GA",,,0.030182736,OZONE
"Anderson, SC",,,0.031271854,OZONE
"Ashtabula, OH",,,0.037318647,OZONE
"Carson City, NV",,,0.027792606,OZONE
"Chambersburg, PA",,,0.040611869,OZONE
"Columbia, MO",,,0.029271442,OZONE
"DuBois, PA",,,0.039902048,OZONE
"Effingham, IL",,,0.032651626,OZONE
"Fallon, NV",,,0.031323183,OZONE
"Fernley, NV",,,0.032185543,OZONE
"Fond du Lac, WI",,,0.032998575,OZONE
"Fort Walton Beach-Crestview-Destin, FL",,,0.02913569,OZONE
"Gaffney, SC",,,0.032629676,OZONE
"Huntington, IN",,,0.031081585,OZONE
"Indiana, PA",,,0.037971279,OZONE
"Janesville, WI",,,0.031889377,OZONE
"Lincolnton, NC",,,0.030602519,OZONE
"Morristown, TN",,,0.035640278,OZONE
"Mount Vernon, OH",,,0.034208484,OZONE
"Myrtle Beach-Conway-North Myrtle Beach, SC",,,0.028749673,OZONE
"Red Wing, MN",,,0.029058321,OZONE
"Sebring, FL",,,0.029709803,OZONE
"Traverse City, MI",,,0.035542957,OZONE
"Walterboro, SC",,,0.025593983,OZONE
"Watertown-Fort Atkinson, WI",,,0.031789487,OZONE
"Wilmington, OH",,,0.039447953,OZONE
"Coffeyville, KS",,,NA,OZONE
"New Philadelphia-Dover, OH",,,NA,OZONE
"Warren, PA",,,NA,OZONE
"Washington, IN",,,NA,OZONE
"Washington, NC",,,NA,OZONE
"Yauco, PR",,,NA,OZONE
"Aberdeen, SD",,,NA,SO2
"Adrian, MI",,,NA,SO2
"Akron, OH",,,2.308899706,SO2
"Albany, GA",,,NA,SO2
"Albany-Lebanon, OR",,,NA,SO2
"Albany-Schenectady-Troy, NY",,,1.803467161,SO2
"Albuquerque, NM",,,NA,SO2
"Alexandria, LA",,,NA,SO2
"Allegan, MI",,,NA,SO2
"Allentown-Bethlehem-Easton, PA-NJ",,,2.286398306,SO2
"Altoona, PA",,,4.723034205,SO2
"Amarillo, TX",,,NA,SO2
"Anchorage, AK",,,NA,SO2
"Anderson, IN",,,NA,SO2
"Ann Arbor, MI",,,NA,SO2
"Appleton, WI",,,NA,SO2
"Asheville, NC",,,NA,SO2
"Athens, OH",,,4.97182171,SO2
"Athens-Clarke County, GA",,,NA,SO2
"Atlanta-Sandy Springs-Marietta, GA",,,1.763679374,SO2
"Atlantic City, NJ",,,0.924480526,SO2
"Augusta-Richmond County, GA-SC",,,NA,SO2
"Augusta-Waterville, ME",,,NA,SO2
"Austin-Round Rock, TX",,,NA,SO2
"Bakersfield, CA",,,NA,SO2
"Baltimore-Towson, MD",,,2.150567868,SO2
"Bangor, ME",,,NA,SO2
"Baraboo, WI",,,NA,SO2
"Baton Rouge, LA",,,3.173781248,SO2
"Bay City, MI",,,NA,SO2
"Beaumont-Port Arthur, TX",,,1.604799624,SO2
"Beaver Dam, WI",,,0.748856403,SO2
"Beckley, WV",,,NA,SO2
"Bend, OR",,,NA,SO2
"Bennington, VT",,,NA,SO2
"Birmingham-Hoover, AL",,,1.69771571,SO2
"Bishop, CA",,,NA,SO2
"Bismarck, ND",,,1.166007636,SO2
"Bloomington, IN",,,NA,SO2
"Bloomington-Normal, IL",,,NA,SO2
"Boise City-Nampa, ID",,,0.334688072,SO2
"Boone, NC",,,NA,SO2
"Boston-Cambridge-Quincy, MA-NH",,,2.29700871,SO2
"Boulder, CO",,,NA,SO2
"Bowling Green, KY",,,1.29411422,SO2
"Bozeman, MT",,,NA,SO2
"Bradenton-Sarasota-Venice, FL",,,NA,SO2
"Brainerd, MN",,,NA,SO2
"Bridgeport-Stamford-Norwalk, CT",,,1.413831763,SO2
"Brigham City, UT",,,NA,SO2
"Brookings, SD",,,NA,SO2
"Brownsville-Harlingen, TX",,,NA,SO2
"Brunswick, GA",,,1.10087275,SO2
"Buffalo-Niagara Falls, NY",,,1.617788681,SO2
"Burlington, NC",,,NA,SO2
"Burlington-South Burlington, VT",,,NA,SO2
"Butte-Silver Bow, MT",,,NA,SO2
"Cadillac, MI",,,NA,SO2
"Canton-Massillon, OH",,,NA,SO2
"Cape Coral-Fort Myers, FL",,,NA,SO2
"Casper, WY",,,NA,SO2
"Cedar Rapids, IA",,,0.805380285,SO2
"Champaign-Urbana, IL",,,NA,SO2
"Charleston, WV",,,3.890766258,SO2
"Charleston-North Charleston, SC",,,0.830264425,SO2
"Charlotte-Gastonia-Concord, NC-SC",,,0.933420692,SO2
"Charlottesville, VA",,,NA,SO2
"Chattanooga, TN-GA",,,NA,SO2
"Cheyenne, WY",,,NA,SO2
"Chicago-Naperville-Joliet, IL-IN-WI",,,2.252641405,SO2
"Chico, CA",,,NA,SO2
"Cincinnati-Middletown, OH-KY-IN",,,3.369287954,SO2
"Clarksburg, WV",,,NA,SO2
"Clarksville, TN-KY",,,2.510793532,SO2
"Clearlake, CA",,,NA,SO2
"Cleveland, MS",,,NA,SO2
"Cleveland-Elyria-Mentor, OH",,,3.750911532,SO2
"Clinton, IA",,,1.2529695,SO2
"Colorado Springs, CO",,,NA,SO2
"Columbia, SC",,,1.11795654,SO2
"Columbus, GA-AL",,,1.192036866,SO2
"Columbus, OH",,,NA,SO2
"Concord, NH",,,8.526271899,SO2
"Corning, NY",,,0.66136025,SO2
"Corpus Christi, TX",,,0.497505034,SO2
"Dallas-Fort Worth-Arlington, TX",,,0.58815439,SO2
"Daphne-Fairhope-Foley, AL",,,NA,SO2
"Davenport-Moline-Rock Island, IA-IL",,,0.518919041,SO2
"Dayton, OH",,,NA,SO2
"Decatur, AL",,,NA,SO2
"Decatur, IL",,,2.063184962,SO2
"Deltona-Daytona Beach-Ormond Beach, FL",,,NA,SO2
"Denver-Aurora, CO",,,1.335092332,SO2
"Des Moines-West Des Moines, IA",,,0.298088969,SO2
"Detroit-Warren-Livonia, MI",,,2.475028826,SO2
"Dickinson, ND",,,0.154062563,SO2
"Dothan, AL",,,NA,SO2
"Dover, DE",,,NA,SO2
"Duluth, MN-WI",,,0.151098466,SO2
"Durango, CO",,,NA,SO2
"Durham, NC",,,NA,SO2
"East Stroudsburg, PA",,,NA,SO2
"Eau Claire, WI",,,NA,SO2
"El Centro, CA",,,0.4837513,SO2
"El Dorado, AR",,,2.021519858,SO2
"El Paso, TX",,,0.477578282,SO2
"Elizabethtown, KY",,,NA,SO2
"Elkhart-Goshen, IN",,,NA,SO2
"Erie, PA",,,5.618909184,SO2
"Eugene-Springfield, OR",,,NA,SO2
"Eureka-Arcata-Fortuna, CA",,,1.29455263,SO2
"Evansville, IN-KY",,,2.235275158,SO2
"Fairbanks, AK",,,NA,SO2
"Fairmont, WV",,,NA,SO2
"Fajardo, PR",,,NA,SO2
"Fargo, ND-MN",,,0.292206759,SO2
"Farmington, NM",,,0.762813989,SO2
"Fayetteville, NC",,,NA,SO2
"Fayetteville-Springdale-Rogers, AR-MO",,,NA,SO2
"Flagstaff, AZ",,,NA,SO2
"Flint, MI",,,NA,SO2
"Florence, SC",,,NA,SO2
"Florence-Muscle Shoals, AL",,,NA,SO2
"Fort Collins-Loveland, CO",,,NA,SO2
"Fort Madison-Keokuk, IA-MO",,,NA,SO2
"Fort Payne, AL",,,NA,SO2
"Fort Smith, AR-OK",,,NA,SO2
"Fort Wayne, IN",,,NA,SO2
"Frankfort, KY",,,NA,SO2
"Fresno, CA",,,0.748682173,SO2
"Gadsden, AL",,,NA,SO2
"Gainesville, FL",,,NA,SO2
"Gainesville, GA",,,NA,SO2
"Gettysburg, PA",,,NA,SO2
"Gillette, WY",,,1.598695663,SO2
"Goldsboro, NC",,,NA,SO2
"Grand Island, NE",,,NA,SO2
"Grand Junction, CO",,,NA,SO2
"Grand Rapids-Wyoming, MI",,,0.955336403,SO2
"Grants Pass, OR",,,NA,SO2
"Greeley, CO",,,NA,SO2
"Green Bay, WI",,,2.275349121,SO2
"Greensboro-High Point, NC",,,NA,SO2
"Greenville, NC",,,NA,SO2
"Greenville-Mauldin-Easley, SC",,,0.56689697,SO2
"Grenada, MS",,,NA,SO2
"Guayama, PR",,,0.687195698,SO2
"Gulfport-Biloxi, MS",,,NA,SO2
"Hagerstown-Martinsburg, MD-WV",,,NA,SO2
"Hammond, LA",,,NA,SO2
"Hanford-Corcoran, CA",,,NA,SO2
"Harriman, TN",,,NA,SO2
"Harrisburg-Carlisle, PA",,,2.850093349,SO2
"Harrisonburg, VA",,,1.198585317,SO2
"Hartford-West Hartford-East Hartford, CT",,,0.994400919,SO2
"Hattiesburg, MS",,,NA,SO2
"Helena, MT",,,NA,SO2
"Helena-West Helena, AR",,,NA,SO2
"Hickory-Lenoir-Morganton, NC",,,NA,SO2
"Hilo, HI",,,25.54974776,SO2
"Hobbs, NM",,,NA,SO2
"Holland-Grand Haven, MI",,,NA,SO2
"Homosassa Springs, FL",,,NA,SO2
